message_number,forum,subject,datetime,timezone,username,message_content
2853,Commotion-admin, [luci-commotion] Removed default auto-spacing,"Thu, 06 Mar 2014 06:52:48 -0800",-0800,areynold,"Works as advertised.
@jheretic Any objection to duplicating olsr-viz.js?

"
2854,Commotion-admin, [luci-commotion] Fix for issue #172 (#190),"Thu, 06 Mar 2014 08:00:24 -0800",-0800,critzo,"This functionality works as expected.

"
2855,Commotion-admin, [luci-commotion] Fix for issue #172 (#190),"Thu, 06 Mar 2014 08:00:29 -0800",-0800,critzo,"Merged #190.

"
2856,Commotion-admin," [luci-commotion] Revise layout,","Thu, 06 Mar 2014 08:04:17 -0800",-0800,critzo,"Basic > Security > Shared Mesh Keychain
The options on this page are based on the technical scope of the the Shared Mesh Keychain for route signing and need to be revised for use by non-technical users. Content that outlines exactly what these setting do and how to configure them should be written/designed/tested.

"
2857,Commotion-admin, [luci-commotion] Moves system level setting,"Thu, 06 Mar 2014 08:25:03 -0800",-0800,areynold,"Merged #188.

"
2858,Commotion-admin, [luci-commotion] Changing the node name and,"Thu, 06 Mar 2014 08:25:21 -0800",-0800,areynold,"Closed #180.

"
2859,Commotion-admin, [luci-commotion] Mesh visualizer has the,"Thu, 06 Mar 2014 08:26:21 -0800",-0800,areynold,"Closed #175.

"
2860,Commotion-admin, [luci-commotion] Removed default auto-spacing,"Thu, 06 Mar 2014 08:30:11 -0800",-0800,areynold,"Merged #187.

"
2861,Commotion-admin, [commotion-feed] Add feed to create package,"Thu, 06 Mar 2014 08:32:44 -0800",-0800,areynold,"Closed #31.

"
2862,Commotion-admin, [commotion-service-manager] Avahi client (#8),"Thu, 06 Mar 2014 09:07:30 -0800",-0800,Dan Staples,"Closed #8.

"
2863,Commotion-admin, [luci-commotion] Moves system level setting,"Thu, 06 Mar 2014 09:13:32 -0800",-0800,critzo,"After running through these instructions, my node hostname was still named commotion. @elationfoundation

"
2864,Commotion-admin, [commotion-dashboard-helper] Fixed validation,"Thu, 06 Mar 2014 10:07:21 -0800",-0800,areynold,"Closes #16 

Was expecting wrong validation response in L82 of bigboard-conf.lua.
Also cleaned up duplicate debugger import and log statements.

To test, 
1. Enable bigboard send (Advanced &gt; BigBoard Configuration) and enter a hostname or IP address in the form field. The form should save with no errors.
2. Enter an invalid hostname/IP address. Save should reject with an error.
3. Disable bigboard and save, then re-enable. The form field should read &quot;x.x.x.x&quot;
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-dashboard-helper input-validation

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-dashboard-helper/pull/17

-- Commit Summary --

  * Expected wrong return value on validate
  * Cleaned up logger import

-- File Changes --

    M luasrc/controller/commotion-dash/bigboard-conf.lua (15)

-- Patch Links --

https://github.com/opentechinstitute/commotion-dashboard-helper/pull/17.patch
https://github.com/opentechinstitute/commotion-dashboard-helper/pull/17.diff

"
2865,Commotion-admin, [luci-commotion] Mesh key-rings are not,"Thu, 06 Mar 2014 10:17:50 -0800",-0800,areynold,"Closed #172.

"
2866,Commotion-admin, [luci-commotion] move Logout button to the,"Thu, 06 Mar 2014 10:17:53 -0800",-0800,areynold,"Closed #176.

"
2867,Commotion-admin," [commotion-router] Nodes are crashing,","Thu, 06 Mar 2014 10:20:55 -0800",-0800,areynold,"@andygunn Can we get the Detroit folks to review this issue for 1.1 using @elationfoundation's crashlog scripts?

"
2868,Commotion-admin, [luci-theme-commotion] In Advanced > QoS the,"Thu, 06 Mar 2014 10:30:35 -0800",-0800,areynold,"FWIW, all fields were accessible to me in Firefox 27. @georgiamoon, what browser/os were you using at the time. We can flag it for review during the next round of testing.

"
2869,Commotion-admin, [commotion-docs] Strange text at the bottom,"Thu, 06 Mar 2014 10:31:52 -0800",-0800,andygunn,"Reopened #75.

"
2870,Commotion-admin, [commotion-docs] Strange text at the bottom,"Thu, 06 Mar 2014 10:32:38 -0800",-0800,andygunn,"@critzo I still see the strange text on the website - do you need to re-generate the site?

"
2871,Commotion-admin," [commotion-router] Nodes are crashing,","Thu, 06 Mar 2014 10:37:16 -0800",-0800,Ben West,"To follow-up here, I've seen the hostapd and/or wpa_supplicant processes on my Wasabi Nanostation M2 nodes occasionally crash under heavy load, and it does look to be well coupled with memory exhaustion from some misbehaving process.  This is happening even with 3MB of zram swap, and furthermore even with vm.swappiness=0 specified in /etc/sysctl.conf.  Although, noticeably fewer crashes with swappiness turned all the way down.

When the hostapd or wpa_supplicant processes crash, you will see whichever wireless wireless VIF that process manages (e.g. the mesh adhoc VIF, the private AP) become unresponsive, even though the SSID remains visible.  Note the process names ""hostapd"" and ""wpa_supplicant"" appear in the process table, regardless of if you're using the wpad or wpad-mini packages.

You can verify such crashes with the presence of files like these in /tmp:
/tmp/wpa_supplicant.1497.11.1393700006.core
/tmp/hostapd.1336.11.1384486446.core

"
2872,Commotion-admin," [commotion-router] Nodes are crashing,","Thu, 06 Mar 2014 10:38:04 -0800",-0800,andygunn,"@areynold Sure - I will need to pass along instructions to folks in Detroit, is there a wiki page or existing set of documentation to test with. Where are the crashlog scripts? @elationfoundation can you send them to me?

"
2873,Commotion-admin, [commotion-docs] updated survey your neighbors,"Thu, 06 Mar 2014 10:44:25 -0800",-0800,critzo,"Addresses issue: https://github.com/opentechinstitute/commotion-docs/issues/75

Please test by building &amp; previewing branch **issue-75**
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-75

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/88

-- Commit Summary --

  * updated survey your neighbors

-- File Changes --

    M test.commotion/docs/cck/planning/survey-your-neighbors/index.md (2)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/88.patch
https://github.com/opentechinstitute/commotion-docs/pull/88.diff

"
2874,Commotion-admin," [commotion-router] Nodes are crashing,","Thu, 06 Mar 2014 10:58:43 -0800",-0800,Seamus Tuohy,"I have the notes for testing for restarting nodes  in the ""I think my node is restarting. How can I tell?"" Section of https://wiki.commotionwireless.net/doku.php?id=development_resources:router:troubleshooting_routers This will create a file on the node that will log whenever it restarts. 

"
2875,Commotion-admin, [luci-theme-commotion] In Advanced > QoS the,"Thu, 06 Mar 2014 11:30:59 -0800",-0800,georgiamoon,"I saw it twice (mac - chrome and windows - IE), but I'm beginning to think
that I'm crazy. Let's just close this and if I see it again, we can reopen.


On Thu, Mar 6, 2014 at 1:30 PM, areynold <notifications at github.com> wrote:

> FWIW, all fields were accessible to me in Firefox 27. @georgiamoon<https://github.com/georgiamoon>,
> what browser/os were you using at the time. We can flag it for review
> during the next round of testing.
>
> --
> Reply to this email directly or view it on GitHub<https://github.com/opentechinstitute/luci-theme-commotion/issues/25#issuecomment-36919952>
> .
"
2876,Commotion-admin, [luci-commotion] removed return statements,"Thu, 06 Mar 2014 11:44:53 -0800",-0800,areynold,"Closed #185.

"
2877,Commotion-admin, [luci-commotion] Client Controls Fixes (#194),"Thu, 06 Mar 2014 11:49:25 -0800",-0800,areynold,"Replaces #185.

Fixes #184, #189 

To test:
1. In your browser, go to Admin &gt; Client Controls and change the Time Until Welcome Page is Shown to 1 hour.
2. &quot;Seconds&quot; should not be an available option.
3. Click Save, then Save &amp; Apply.
4. SSH in and run `ndsctl status`. If you see actual nodogsplash data, the fix worked. If the fix didn&#39;t work you will see `ndsctl: nodogsplash probably not started (Error: Connection refused)`.
5. Open /etc/nodogsplash/nodogsplash.conf. ClientIdleTimeout and ClientForceTimeout should each be set to 60.
6. In your browser, set Time Until Welcome Page to 1 day. ClientIdleTimeout/ClientForceTimeout should be 1440.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion time-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/194

-- Commit Summary --

  * removed return statements from init calls
  * Swapped calculations for hours and days
  * Removed unused seconds value

-- File Changes --

    M files/etc/init.d/ucidog (12)
    M luasrc/model/cbi/commotion/client_wp.lua (1)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/194.patch
https://github.com/opentechinstitute/luci-commotion/pull/194.diff

"
2878,Commotion-admin, [commotiond] Add fixes for OpenWRT DHCP modes,"Thu, 06 Mar 2014 11:57:44 -0800",-0800,Josh King,"This pull request applies some minor fixes to the DHCP modes &#39;client&#39; and &#39;none,&#39; namely to ensure that interfaces are properly removed from the client bridge and only receive an IP address if manually configured in mode &#39;none,&#39; and so that udhcpc is executed with the correct parameters in mode &#39;client.&#39; These changes allow for proper manual gateway configuration and for meshing over ethernet to function correctly. This should fix https://github.com/opentechinstitute/luci-commotion/issues/173 and 
https://github.com/opentechinstitute/luci-commotion/issues/174.

Additionally, the unused uci_state parameter &#39;lease&#39; is removed by this commit.

To test:
1. Configure two Commotion nodes through the setup wizard, and then under the &#39;additional network interfaces&#39; page, choose to have them mesh over ethernet. Set one with the address 192.168.55.1 and the other with 192.168.55.2, netmask 255.255.255.0.
2. Connect the two nodes together via ethernet, and ensure that routes for the addresses specified above show up on each of their status pages.
3. Under additional interfaces on one node, deselect the option to mesh over ethernet and then save. Make sure you can still connect to the node via its access point.
4. On that same node, under additional interfaces, select for its interface to always attempt to get a DHCP lease and save. Connect it to an upstream gateway over ethernet, and make sure it gets a lease.
5. Reboot the node, and then make sure that you do not get a lease when connecting to it via ethernet.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotiond dhcp-fixes

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotiond/pull/95

-- Commit Summary --

  * Add fixes for DHCP modes &#39;client&#39; and &#39;none&#39; to ensure proper udhcpc execution and removal from bridges. Also remove unused &#39;lease&#39; state parameter.

-- File Changes --

    M openwrt/lib/netifd/proto/commotion.sh (22)

-- Patch Links --

https://github.com/opentechinstitute/commotiond/pull/95.patch
https://github.com/opentechinstitute/commotiond/pull/95.diff

"
2879,Commotion-admin, [luci-i18n-commotion] Clean up PO File,"Thu, 06 Mar 2014 12:37:25 -0800",-0800,critzo,"This script probably needs to have some system requirements and setup instructions. It appears to work fine on Ubuntu @areynold but the required perl version and modules aren't available in Debian wheezy. They are available in testing, but since our servers don't run Debian testing, we should probably rebase the script at some point so it runs in Debian stable.

"
2880,Commotion-admin, [commotion-router] Updating from 1.0 to 1.1 with,"Thu, 06 Mar 2014 12:42:29 -0800",-0800,andygunn,"![version1 0update_error](https://f.cloud.github.com/assets/6462133/2350353/7cc3f52a-a56f-11e3-87d6-f3fe56020d00.png)

To replicate:
- Flash Commotion Version 1.0
- Complete Setup sorcerer
- Go to Advanced -> System -> Flash firmware
- Leave ""Keep Settings"" checked
- Flash version 1.1 testing image

After verifying the flash image (screen immediately after selecting ""Flash""), another page will load and display error.

After several minutes, the upgrade completes successfully, and the router restarts with version 1.1 installed, with settings from previous 1.0 version.

"
2881,Commotion-admin, [commotion-router] Updating from 1.0 to 1.1,"Thu, 06 Mar 2014 12:43:22 -0800",-0800,andygunn,"@jheretic This is the strange error I mentioned before.

"
2882,Commotion-admin, [commotion-router] Version 1.0 and 1.1 mesh,"Thu, 06 Mar 2014 12:48:59 -0800",-0800,andygunn,"It seems that there are non-compatible (or non-OLSR visible / routable?) meshes created by Version 1.0 and Version 1.1. The result is that when using a Version 1.0 node, you cannot see Version 1.1 devices, and vice versa.

To replicate:
- Install version 1, run through Setup sorcerer
- Display OLSR neighbors / OLSR-vis to verify existing neighbors
- Upgrade to Version 1.1, keep settings (or clear and setup with identical settings)
- Display OLSR neighbors / OLSR-vis to verify different neighbors

Screenshots from Version 1.0:

![version1-1 1 mesh compat 1](https://f.cloud.github.com/assets/6462133/2350450/a67e7844-a570-11e3-84df-86bc0f59b069.png)

![version1-1 1 mesh compat 2](https://f.cloud.github.com/assets/6462133/2350455/a97eb18a-a570-11e3-9cc2-bb81d7892c6a.png)

Screenshots from Version 1.1:

![version1-1 1 mesh compat 3](https://f.cloud.github.com/assets/6462133/2350459/b05ff5a4-a570-11e3-87b8-2c8ad151c502.png)

![version1-1 1 mesh compat 4](https://f.cloud.github.com/assets/6462133/2350462/b3dae20c-a570-11e3-888b-c4bfaedf108e.png)



"
